gisjoin,name_dp,var_code,dp,name_sf,sf
G53029920,Hartline town,IFE003,16,Hartline town,25
G53030030,Hat Island CDP,IFE003,201,Hat Island CDP,233
G53030060,Hatton town,IFE003,0,Hatton town,6
G53030305,Hazel Dell CDP,IFE003,774,Hazel Dell CDP,452
G53030690,Herron Island CDP,IFE003,130,Herron Island CDP,262
G53030750,High Bridge CDP,IFE003,20,High Bridge CDP,40
G53031495,Hobart CDP,IFE003,114,Hobart CDP,173
G53031530,Hockinson CDP,IFE003,94,Hockinson CDP,77
G53031540,Hogans Corner CDP,IFE003,0,Hogans Corner CDP,6
G53031985,Home CDP,IFE003,185,Home CDP,169
G53032125,Hoodsport CDP,IFE003,141,Hoodsport CDP,62
G53032300,Hoquiam city,IFE003,80,Hoquiam city,458
G53032650,Humptulips CDP,IFE003,0,Humptulips CDP,11
G53032755,Hunts Point town,IFE003,0,Hunts Point town,30
G53033000,Ilwaco city,IFE003,154,Ilwaco city,124
G53033105,Inchelium CDP,IFE003,0,Inchelium CDP,18
G53033175,Index town,IFE003,40,Index town,36
G53033280,Indianola CDP,IFE003,36,Indianola CDP,239
G53033380,Inglewood-Finn Hill CDP,IFE003,882,Inglewood-Finn Hill CDP,437
G53033560,Ione town,IFE003,5,Ione town,42
G53033805,Issaquah city,IFE003,2137,Issaquah city,1073
G53033890,Jamestown CDP,IFE003,15,Jamestown CDP,28
G53034470,Junction City CDP,IFE003,0,Junction City CDP,1
G53034575,Kahlotus city,IFE003,0,Kahlotus city,26
G53034645,Kalama city,IFE003,178,Kalama city,103
G53034890,Kapowsin CDP,IFE003,0,Kapowsin CDP,33
G53034960,Keller CDP,IFE003,0,Keller CDP,11
G53035065,Kelso city,IFE003,242,Kelso city,419
G53035135,Kendall CDP,IFE003,0,Kendall CDP,18
G53035170,Kenmore city,IFE003,319,Kenmore city,585
G53035275,Kennewick city,IFE003,2395,Kennewick city,1241
G53035415,Kent city,IFE003,6593,Kent city,2380
G53035450,Ketron Island CDP,IFE003,0,Ketron Island CDP,9
G53035485,Kettle Falls city,IFE003,169,Kettle Falls city,50
G53035555,Key Center CDP,IFE003,186,Key Center CDP,249
G53035625,Keyport CDP,IFE003,0,Keyport CDP,25
G53035835,Kingsgate CDP,IFE003,524,Kingsgate CDP,268
G53035870,Kingston CDP,IFE003,295,Kingston CDP,135
G53035940,Kirkland city,IFE003,2235,Kirkland city,1900
G53036045,Kittitas city,IFE003,0,Kittitas city,36
G53036100,Klahanie CDP,IFE003,383,Klahanie CDP,109
G53036115,Klickitat CDP,IFE003,0,Klickitat CDP,29
G53036395,Krupp town,IFE003,0,Krupp town,3
G53036710,La Center city,IFE003,13,La Center city,39
G53036745,Lacey city,IFE003,2484,Lacey city,1544
G53036780,La Conner town,IFE003,0,La Conner town,59
G53036850,LaCrosse town,IFE003,0,LaCrosse town,28
G53036920,La Grande CDP,IFE003,0,La Grande CDP,9
G53037077,Lake Bosworth CDP,IFE003,74,Lake Bosworth CDP,75
G53037100,Lake Cassidy CDP,IFE003,82,Lake Cassidy CDP,58
G53037105,Lake Cavanaugh CDP,IFE003,104,Lake Cavanaugh CDP,368
G53037270,Lake Forest Park city,IFE003,15,Lake Forest Park city,244
G53037345,Lake Holm CDP,IFE003,100,Lake Holm CDP,55
G53037415,Lake Ketchum CDP,IFE003,0,Lake Ketchum CDP,30
G53037420,Lakeland North CDP,IFE003,572,Lakeland North CDP,158
G53037430,Lakeland South CDP,IFE003,135,Lakeland South CDP,201
G53037526,Lake McMurray CDP,IFE003,0,Lake McMurray CDP,28
G53037538,Lake Marcel-Stillwater CDP,IFE003,0,Lake Marcel-Stillwater CDP,30
G53037567,Lake Morton-Berrydale CDP,IFE003,230,Lake Morton-Berrydale CDP,191
G53037672,Lake Roesiger CDP,IFE003,170,Lake Roesiger CDP,250
G53037830,Lake Shore CDP,IFE003,194,Lake Shore CDP,95
G53037900,Lake Stevens city,IFE003,650,Lake Stevens city,604
G53037917,Lake Stickney CDP,IFE003,240,Lake Stickney CDP,217
G53037920,Lake Tapps CDP,IFE003,420,Lake Tapps CDP,308
G53037926,Lakeview CDP,IFE003,0,Lakeview CDP,54
G53038038,Lakewood city,IFE003,3904,Lakewood city,2479
G53038215,Lamont town,IFE003,0,Lamont town,7
G53038355,Langley city,IFE003,46,Langley city,123
G53038420,Larch Way CDP,IFE003,152,Larch Way CDP,51
G53038495,Latah town,IFE003,0,Latah town,14
G53038705,Laurier CDP,IFE003,0,Laurier CDP,2
G53038845,Leavenworth city,IFE003,450,Leavenworth city,333
G53038880,Lebam CDP,IFE003,7,Lebam CDP,17
G53039212,Lewisville CDP,IFE003,21,Lewisville CDP,24
G53039335,Liberty Lake city,IFE003,756,Liberty Lake city,451
G53039510,Lind town,IFE003,0,Lind town,42
G53039860,Lochsloy CDP,IFE003,3,Lochsloy CDP,45
G53039930,Lofall CDP,IFE003,95,Lofall CDP,81
G53040070,Long Beach city,IFE003,579,Long Beach city,838
G53040105,Longbranch CDP,IFE003,579,Longbranch CDP,491
G53040245,Longview city,IFE003,890,Longview city,1099
G53040270,Longview Heights CDP,IFE003,31,Longview Heights CDP,90
G53040350,Loomis CDP,IFE003,0,Loomis CDP,26
G53040385,Loon Lake CDP,IFE003,142,Loon Lake CDP,179
G53040570,Lower Elochoman CDP,IFE003,0,Lower Elochoman CDP,6
G53040735,Lyle CDP,IFE003,0,Lyle CDP,33
G53040770,Lyman town,IFE003,0,Lyman town,12
G53040805,Lynden city,IFE003,246,Lynden city,218
G53040840,Lynnwood city,IFE003,645,Lynnwood city,832
G53040980,Mabton city,IFE003,0,Mabton city,20
G53041155,McChord AFB CDP,IFE003,0,McChord AFB CDP,84
G53041225,McCleary city,IFE003,0,McCleary city,60
G53041470,Machias CDP,IFE003,15,Machias CDP,21
G53041645,McKenna CDP,IFE003,0,McKenna CDP,14
G53041785,McMillin CDP,IFE003,3,McMillin CDP,36
G53042275,Malden town,IFE003,0,Malden town,28
G53042310,Malo CDP,IFE003,0,Malo CDP,7
G53042345,Malone CDP,IFE003,0,Malone CDP,21
G53042380,Malott CDP,IFE003,25,Malott CDP,32
G53042415,Maltby CDP,IFE003,105,Maltby CDP,141
G53042450,Manchester CDP,IFE003,67,Manchester CDP,208
G53042800,Mansfield town,IFE003,0,Mansfield town,25
G53042835,Manson CDP,IFE003,468,Manson CDP,370
G53043010,Maple Falls CDP,IFE003,0,Maple Falls CDP,22
G53043062,Maple Heights-Lake Desire CDP,IFE003,48,Maple Heights-Lake Desire CDP,72
G53043150,Maple Valley city,IFE003,1071,Maple Valley city,318
G53043255,Maplewood CDP,IFE003,126,Maplewood CDP,167
G53043325,Marblemount CDP,IFE003,24,Marblemount CDP,40
G53043395,Marcus town,IFE003,9,Marcus town,6
G53043491,Marietta-Alderwood CDP,IFE003,3,Marietta-Alderwood CDP,94
G53043640,Markham CDP,IFE003,0,Markham CDP,6
G53043762,Marrowstone CDP,IFE003,139,Marrowstone CDP,179
G53043815,Martha Lake CDP,IFE003,607,Martha Lake CDP,291
G53043885,Maryhill CDP,IFE003,0,Maryhill CDP,2
G53043955,Marysville city,IFE003,1731,Marysville city,1144
G53044165,Mattawa town,IFE003,311,Mattawa town,52
G53044260,May Creek CDP,IFE003,11,May Creek CDP,28
G53044480,Mead CDP,IFE003,99,Mead CDP,126
G53044585,Meadowdale CDP,IFE003,0,Meadowdale CDP,31
G53044620,Meadow Glade CDP,IFE003,41,Meadow Glade CDP,36
G53044690,Medical Lake city,IFE003,185,Medical Lake city,128
G53044725,Medina city,IFE003,0,Medina city,101
G53045005,Mercer Island city,IFE003,233,Mercer Island city,821
G53045180,Mesa city,IFE003,0,Mesa city,4
G53045285,Metaline town,IFE003,1,Metaline town,17
G53045320,Metaline Falls town,IFE003,11,Metaline Falls town,82
G53045355,Methow CDP,IFE003,6,Methow CDP,23
G53045495,Midland CDP,IFE003,340,Midland CDP,231
G53045865,Mill Creek city,IFE003,621,Mill Creek city,372
G53045870,Mill Creek East CDP,IFE003,148,Mill Creek East CDP,314
G53045985,Millwood town,IFE003,0,Millwood town,42
G53046020,Milton city,IFE003,0,Milton city,180
G53046090,Mineral CDP,IFE003,10,Mineral CDP,30
G53046125,Minnehaha CDP,IFE003,465,Minnehaha CDP,237
G53046215,Mirrormont CDP,IFE003,36,Mirrormont CDP,58
G53046405,Moclips CDP,IFE003,187,Moclips CDP,140
G53046685,Monroe city,IFE003,577,Monroe city,282
G53046725,Monroe North CDP,IFE003,59,Monroe North CDP,25
G53046895,Montesano city,IFE003,46,Montesano city,121
G53047175,Morton city,IFE003,43,Morton city,74
G53047245,Moses Lake city,IFE003,1369,Moses Lake city,765
G53047280,Moses Lake North CDP,IFE003,1,Moses Lake North CDP,91
G53047315,Mossyrock city,IFE003,82,Mossyrock city,30
G53047490,Mountlake Terrace city,IFE003,311,Mountlake Terrace city,410
G53047560,Mount Vernon city,IFE003,1849,Mount Vernon city,716
G53047630,Mount Vista CDP,IFE003,156,Mount Vista CDP,160
G53047665,Moxee city,IFE003,97,Moxee city,18
G53047735,Mukilteo city,IFE003,933,Mukilteo city,490
G53047805,Naches town,IFE003,0,Naches town,29
G53047980,Napavine city,IFE003,27,Napavine city,53
G53048015,Naselle CDP,IFE003,0,Naselle CDP,37
G53048225,Navy Yard City CDP,IFE003,187,Navy Yard City CDP,186
G53048295,Neah Bay CDP,IFE003,0,Neah Bay CDP,44
G53048330,Neilton CDP,IFE003,0,Neilton CDP,16
G53048540,Nespelem town,IFE003,1,Nespelem town,2
G53048550,Nespelem Community CDP,IFE003,0,Nespelem Community CDP,15
G53048645,Newcastle city,IFE003,201,Newcastle city,206
G53048820,Newport city,IFE003,0,Newport city,80
G53049030,Nile CDP,IFE003,73,Nile CDP,32
G53049193,Nisqually Indian Community CDP,IFE003,0,Nisqually Indian Community CDP,8
G53049275,Nooksack city,IFE003,63,Nooksack city,23
G53049415,Normandy Park city,IFE003,0,Normandy Park city,218
G53049485,North Bend city,IFE003,173,North Bend city,138
G53049555,North Bonneville city,IFE003,0,North Bonneville city,39
G53049765,North Fort Lewis CDP,IFE003,0,North Fort Lewis CDP,24
G53049940,North Lynnwood CDP,IFE003,1062,North Lynnwood CDP,419
G53049992,North Marysville CDP,IFE003,0,North Marysville CDP,7
G53050007,North Omak CDP,IFE003,133,North Omak CDP,11
G53050045,Northport town,IFE003,27,Northport town,29
G53050115,North Puyallup CDP,IFE003,36,North Puyallup CDP,79
G53050183,North Sultan CDP,IFE003,1,North Sultan CDP,13
G53050195,Northwest Stanwood CDP,IFE003,0,Northwest Stanwood CDP,2
G53050210,North Yelm CDP,IFE003,157,North Yelm CDP,80
G53050325,Oakesdale town,IFE003,0,Oakesdale town,30
G53050360,Oak Harbor city,IFE003,1624,Oak Harbor city,876
G53050430,Oakville city,IFE003,6,Oakville city,31
G53050500,Ocean City CDP,IFE003,56,Ocean City CDP,135
G53050535,Ocean Park CDP,IFE003,737,Ocean Park CDP,971
G53050570,Ocean Shores city,IFE003,2339,Ocean Shores city,2051
G53050745,Odessa town,IFE003,0,Odessa town,66
G53050920,Okanogan city,IFE003,103,Okanogan city,68
G53051300,Olympia city,IFE003,689,Olympia city,1325
G53051340,Omak city,IFE003,373,Omak city,131
G53051410,Onalaska CDP,IFE003,0,Onalaska CDP,13
G53051795,Orchards CDP,IFE003,718,Orchards CDP,339
G53051830,Orient CDP,IFE003,0,Orient CDP,11
G53051970,Oroville city,IFE003,109,Oroville city,99
G53052005,Orting city,IFE003,8,Orting city,177
G53052110,Oso CDP,IFE003,14,Oso CDP,9
G53052215,Othello city,IFE003,6,Othello city,77
G53052267,Otis Orchards-East Farms CDP,IFE003,122,Otis Orchards-East Farms CDP,84
G53052285,Outlook CDP,IFE003,6,Outlook CDP,5
G53052378,Oyehut CDP,IFE003,48,Oyehut CDP,71
G53052495,Pacific city,IFE003,286,Pacific city,153
G53052530,Pacific Beach CDP,IFE003,116,Pacific Beach CDP,115
G53052600,Packwood CDP,IFE003,119,Packwood CDP,107
G53052950,Palouse city,IFE003,0,Palouse city,45
G53053265,Parker CDP,IFE003,0,Parker CDP,6
G53053335,Parkland CDP,IFE003,2091,Parkland CDP,1040
G53053440,Parkwood CDP,IFE003,160,Parkwood CDP,163
G53053545,Pasco city,IFE003,1095,Pasco city,799
G53053720,Pateros city,IFE003,78,Pateros city,38
G53053800,Peaceful Valley CDP,IFE003,391,Peaceful Valley CDP,299
G53053930,Pe Ell town,IFE003,4,Pe Ell town,31
G53054213,Picnic Point CDP,IFE003,146,Picnic Point CDP,140
G53054405,Pine Grove CDP,IFE003,0,Pine Grove CDP,8
G53055015,Point Roberts CDP,IFE003,838,Point Roberts CDP,1390
G53055120,Pomeroy city,IFE003,0,Pomeroy city,81
G53055365,Port Angeles city,IFE003,818,Port Angeles city,813
G53055400,Port Angeles East CDP,IFE003,29,Port Angeles East CDP,114
G53055540,Porter CDP,IFE003,12,Porter CDP,8
G53055612,Port Gamble Tribal Comunity CDP,IFE003,105,Port Gamble Tribal Comunity CDP,30
G53055620,Port Hadlock-Irondale CDP,IFE003,110,Port Hadlock-Irondale CDP,152
G53055645,Port Ludlow CDP,IFE003,268,Port Ludlow CDP,342
G53055785,Port Orchard city,IFE003,687,Port Orchard city,352
G53055855,Port Townsend city,IFE003,751,Port Townsend city,649
G53055995,Poulsbo city,IFE003,338,Poulsbo city,232
G53056150,Prairie Heights CDP,IFE003,92,Prairie Heights CDP,42
G53056170,Prairie Ridge CDP,IFE003,449,Prairie Ridge CDP,195
G53056240,Prescott city,IFE003,0,Prescott city,20
G53056450,Prosser city,IFE003,17,Prosser city,106
G53056555,Puget Island CDP,IFE003,0,Puget Island CDP,102
G53056625,Pullman city,IFE003,560,Pullman city,937
G53056660,Purdy CDP,IFE003,76,Purdy CDP,53
G53056695,Puyallup city,IFE003,1641,Puyallup city,1221
G53056905,Queets CDP,IFE003,0,Queets CDP,6
G53056975,Quilcene CDP,IFE003,0,Quilcene CDP,49
G53057030,Qui-nai-elt Village CDP,IFE003,0,Qui-nai-elt Village CDP,4
G53057115,Quincy city,IFE003,422,Quincy city,105
G53057140,Raft Island CDP,IFE003,6,Raft Island CDP,23
G53057220,Rainier city,IFE003,34,Rainier city,61
G53057395,Ravensdale CDP,IFE003,10,Ravensdale CDP,36
G53057430,Raymond city,IFE003,266,Raymond city,128
G53057465,Reardan town,IFE003,0,Reardan town,15
G53057535,Redmond city,IFE003,3200,Redmond city,1627
G53057745,Renton city,IFE003,5332,Renton city,2921
G53057850,Republic city,IFE003,0,Republic city,43
G53058235,Richland city,IFE003,757,Richland city,1169
G53058410,Ridgefield city,IFE003,0,Ridgefield city,104
G53058725,Ritzville city,IFE003,0,Ritzville city,151
G53058742,Riverbend CDP,IFE003,63,Riverbend CDP,52
G53058777,River Road CDP,IFE003,50,River Road CDP,12
G53058795,Riverside town,IFE003,1,Riverside town,26
G53058865,Riverton CDP,IFE003,75,Riverton CDP,187
G53059110,Rochester CDP,IFE003,120,Rochester CDP,41
G53059145,Rockford town,IFE003,0,Rockford town,21
G53059180,Rock Island city,IFE003,25,Rock Island city,15
G53059250,Rockport CDP,IFE003,0,Rockport CDP,17
G53059390,Rocky Point CDP,IFE003,56,Rocky Point CDP,80
G53059635,Ronald CDP,IFE003,171,Ronald CDP,126
G53059705,Roosevelt CDP,IFE003,0,Roosevelt CDP,17
G53059775,Rosalia town,IFE003,0,Rosalia town,42
G53059845,Rosburg CDP,IFE003,0,Rosburg CDP,35
G53059880,Rosedale CDP,IFE003,12,Rosedale CDP,86
G53060055,Roslyn city,IFE003,241,Roslyn city,211
G53060160,Roy city,IFE003,104,Roy city,23
G53060230,Royal City city,IFE003,89,Royal City city,8
G53060510,Ruston town,IFE003,0,Ruston town,94
G53060580,Ryderwood CDP,IFE003,0,Ryderwood CDP,45
G53060860,St. John town,IFE003,0,St. John town,43
G53061000,Salmon Creek CDP,IFE003,829,Salmon Creek CDP,375
G53061115,Sammamish city,IFE003,644,Sammamish city,582
G53061235,Santiago CDP,IFE003,0,Santiago CDP,17
G53061350,Satsop CDP,IFE003,1,Satsop CDP,16
G53062120,Seabeck CDP,IFE003,56,Seabeck CDP,99
G53062288,SeaTac city,IFE003,1658,SeaTac city,827
G53063000,Seattle city,IFE003,13455,Seattle city,25006
G53063210,Sedro-Woolley city,IFE003,463,Sedro-Woolley city,308
G53063245,Sekiu CDP,IFE003,0,Sekiu CDP,16
G53063280,Selah city,IFE003,1,Selah city,101
G53063385,Sequim city,IFE003,447,Sequim city,427
G53063545,Shadow Lake CDP,IFE003,5,Shadow Lake CDP,28
G53063735,Shelton city,IFE003,49,Shelton city,273
G53063960,Shoreline city,IFE003,460,Shoreline city,1226
G53064190,Silvana CDP,IFE003,0,Silvana CDP,6
G53064365,Silverdale CDP,IFE003,1303,Silverdale CDP,727
G53064380,Silver Firs CDP,IFE003,645,Silver Firs CDP,244
G53064610,Sisco Heights CDP,IFE003,0,Sisco Heights CDP,65
G53064755,Skamokawa Valley CDP,IFE003,0,Skamokawa Valley CDP,41
G53064775,Skokomish CDP,IFE003,4,Skokomish CDP,19
G53064855,Skykomish town,IFE003,0,Skykomish town,73
G53065170,Snohomish city,IFE003,16,Snohomish city,314
G53065205,Snoqualmie city,IFE003,242,Snoqualmie city,214
G53065275,Snoqualmie Pass CDP,IFE003,308,Snoqualmie Pass CDP,376
G53065345,Soap Lake city,IFE003,0,Soap Lake city,237
G53065625,South Bend city,IFE003,131,South Bend city,96
G53065765,South Cle Elum town,IFE003,0,South Cle Elum town,36
G53065810,South Creek CDP,IFE003,38,South Creek CDP,57
G53065922,South Hill CDP,IFE003,2624,South Hill CDP,1119
G53066045,South Prairie town,IFE003,6,South Prairie town,8
G53066185,South Wenatchee CDP,IFE003,146,South Wenatchee CDP,33
G53066220,Southworth CDP,IFE003,49,Southworth CDP,101
G53066255,Spanaway CDP,IFE003,1497,Spanaway CDP,607
G53066290,Spangle city,IFE003,0,Spangle city,8
G53067000,Spokane city,IFE003,8147,Spokane city,7020
G53067167,Spokane Valley city,IFE003,2119,Spokane Valley city,2293
G53067175,Sprague city,IFE003,0,Sprague city,39
G53067210,Springdale town,IFE003,0,Springdale town,13
G53067435,Stansberry Lake CDP,IFE003,58,Stansberry Lake CDP,57
G53067455,Stanwood city,IFE003,196,Stanwood city,196
G53067490,Starbuck town,IFE003,0,Starbuck town,18
G53067595,Startup CDP,IFE003,90,Startup CDP,26
G53067770,Steilacoom town,IFE003,166,Steilacoom town,234
G53067805,Steptoe CDP,IFE003,0,Steptoe CDP,5
G53067875,Stevenson city,IFE003,0,Stevenson city,63
G53068200,Sudden Valley CDP,IFE003,493,Sudden Valley CDP,331
G53068260,Sultan city,IFE003,77,Sultan city,145
G53068330,Sumas city,IFE003,76,Sumas city,49
G53068365,Summit CDP,IFE003,132,Summit CDP,193
G53068410,Summit View CDP,IFE003,459,Summit View CDP,171
G53068417,Summitview CDP,IFE003,39,Summitview CDP,8
G53068435,Sumner city,IFE003,4,Sumner city,299
G53068480,Sunday Lake CDP,IFE003,0,Sunday Lake CDP,14
G53068750,Sunnyside city,IFE003,504,Sunnyside city,224
G53068785,Sunnyslope CDP,IFE003,3,Sunnyslope CDP,53
G53069170,Suquamish CDP,IFE003,236,Suquamish CDP,223
G53069280,Swede Heaven CDP,IFE003,0,Swede Heaven CDP,125
G53070000,Tacoma city,IFE003,4783,Tacoma city,7245
G53070175,Taholah CDP,IFE003,0,Taholah CDP,13
G53070245,Tampico CDP,IFE003,16,Tampico CDP,11
G53070280,Tanglewilde CDP,IFE003,301,Tanglewilde CDP,150
G53070315,Tanner CDP,IFE003,13,Tanner CDP,17
G53070560,Tekoa city,IFE003,0,Tekoa city,53
G53070630,Tenino city,IFE003,20,Tenino city,49
G53070805,Terrace Heights CDP,IFE003,141,Terrace Heights CDP,104
G53071225,Thorp CDP,IFE003,0,Thorp CDP,9
G53071330,Three Lakes CDP,IFE003,0,Three Lakes CDP,100
G53071400,Tieton town,IFE003,0,Tieton town,27
G53071680,Tokeland CDP,IFE003,57,Tokeland CDP,108
G53071785,Toledo city,IFE003,11,Toledo city,30
G53071890,Tonasket city,IFE003,39,Tonasket city,58
G53071960,Toppenish city,IFE003,421,Toppenish city,97
G53071995,Torboy CDP,IFE003,0,Torboy CDP,34
G53072030,Touchet CDP,IFE003,0,Touchet CDP,10
G53072170,Town and Country CDP,IFE003,93,Town and Country CDP,72
G53072205,Tracyton CDP,IFE003,102,Tracyton CDP,112
G53072450,Trout Lake CDP,IFE003,0,Trout Lake CDP,87
G53072625,Tukwila city,IFE003,636,Tukwila city,598
G53072905,Tumwater city,IFE003,453,Tumwater city,498
G53073065,Twin Lakes CDP,IFE003,0,Twin Lakes CDP,213
G53073080,Twisp town,IFE003,69,Twisp town,50
G53073255,Union CDP,IFE003,63,Union CDP,118
G53073290,Union Gap city,IFE003,6,Union Gap city,112
G53073307,Union Hill-Novelty Hill CDP,IFE003,565,Union Hill-Novelty Hill CDP,524
G53073360,Uniontown town,IFE003,0,Uniontown town,19
G53073465,University Place city,IFE003,1357,University Place city,754
G53073580,Upper Elochoman CDP,IFE003,0,Upper Elochoman CDP,10
G53073780,Vader city,IFE003,42,Vader city,30
G53073885,Valley CDP,IFE003,0,Valley CDP,6
G53074060,Vancouver city,IFE003,5270,Vancouver city,4314
G53074200,Vantage CDP,IFE003,0,Vantage CDP,9
G53074305,Vashon CDP,IFE003,831,Vashon CDP,946
G53074445,Vaughn CDP,IFE003,97,Vaughn CDP,61
G53074585,Venersborg CDP,IFE003,61,Venersborg CDP,52
G53074760,Verlot CDP,IFE003,40,Verlot CDP,66
G53075565,Waitsburg city,IFE003,58,Waitsburg city,47
G53075775,Walla Walla city,IFE003,764,Walla Walla city,977
G53075810,Walla Walla East CDP,IFE003,0,Walla Walla East CDP,29
G53075905,Waller CDP,IFE003,19,Waller CDP,154
G53075985,Wallula CDP,IFE003,0,Wallula CDP,4
G53076055,Walnut Grove CDP,IFE003,263,Walnut Grove CDP,217
G53076125,Wapato city,IFE003,222,Wapato city,53
G53076160,Warden city,IFE003,67,Warden city,44
G53076195,Warm Beach CDP,IFE003,0,Warm Beach CDP,146
G53076405,Washougal city,IFE003,293,Washougal city,417
G53076440,Washtucna town,IFE003,0,Washtucna town,29
G53076510,Waterville town,IFE003,0,Waterville town,33
G53076615,Wauna CDP,IFE003,107,Wauna CDP,132
G53076720,Waverly town,IFE003,0,Waverly town,6
G53077105,Wenatchee city,IFE003,1678,Wenatchee city,796
G53077297,West Clarkston-Highland CDP,IFE003,1,West Clarkston-Highland CDP,125
G53077612,West Pasco CDP,IFE003,109,West Pasco CDP,44
G53077630,Westport city,IFE003,622,Westport city,562
G53077665,West Richland city,IFE003,311,West Richland city,153
G53077745,West Side Highway CDP,IFE003,72,West Side Highway CDP,80
G53078155,Whidbey Island Station CDP,IFE003,0,Whidbey Island Station CDP,45
G53078225,White Center CDP,IFE003,439,White Center CDP,315
G53078330,White Salmon city,IFE003,0,White Salmon city,118
G53078365,White Swan CDP,IFE003,47,White Swan CDP,18
G53078680,Wilbur town,IFE003,0,Wilbur town,64
G53078780,Wilderness Rim CDP,IFE003,33,Wilderness Rim CDP,26
G53078925,Wilkeson town,IFE003,0,Wilkeson town,6
G53078995,Willapa CDP,IFE003,0,Willapa CDP,7
G53079135,Wilson Creek town,IFE003,0,Wilson Creek town,22
G53079275,Winlock city,IFE003,48,Winlock city,60
G53079380,Winthrop town,IFE003,42,Winthrop town,95
