gisjoin,name_dp,var_code,dp,name_sf,sf
G53043325,Marblemount CDP,IFI009,0,Marblemount CDP,5
G53043395,Marcus town,IFI009,5,Marcus town,0
G53043491,Marietta-Alderwood CDP,IFI009,21,Marietta-Alderwood CDP,39
G53043640,Markham CDP,IFI009,0,Markham CDP,0
G53043762,Marrowstone CDP,IFI009,0,Marrowstone CDP,8
G53043815,Martha Lake CDP,IFI009,161,Martha Lake CDP,133
G53043885,Maryhill CDP,IFI009,0,Maryhill CDP,1
G53043955,Marysville city,IFI009,340,Marysville city,475
G53044165,Mattawa town,IFI009,6,Mattawa town,2
G53044260,May Creek CDP,IFI009,1,May Creek CDP,6
G53044480,Mead CDP,IFI009,14,Mead CDP,43
G53044585,Meadowdale CDP,IFI009,18,Meadowdale CDP,20
G53044620,Meadow Glade CDP,IFI009,1,Meadow Glade CDP,8
G53044690,Medical Lake city,IFI009,3,Medical Lake city,38
G53044725,Medina city,IFI009,9,Medina city,13
G53045005,Mercer Island city,IFI009,172,Mercer Island city,142
G53045180,Mesa city,IFI009,4,Mesa city,1
G53045285,Metaline town,IFI009,0,Metaline town,0
G53045320,Metaline Falls town,IFI009,15,Metaline Falls town,1
G53045355,Methow CDP,IFI009,0,Methow CDP,0
G53045495,Midland CDP,IFI009,138,Midland CDP,129
G53045865,Mill Creek city,IFI009,104,Mill Creek city,153
G53045870,Mill Creek East CDP,IFI009,129,Mill Creek East CDP,112
G53045985,Millwood town,IFI009,7,Millwood town,8
G53046020,Milton city,IFI009,58,Milton city,64
G53046090,Mineral CDP,IFI009,3,Mineral CDP,0
G53046125,Minnehaha CDP,IFI009,34,Minnehaha CDP,56
G53046215,Mirrormont CDP,IFI009,5,Mirrormont CDP,16
G53046405,Moclips CDP,IFI009,0,Moclips CDP,2
G53046685,Monroe city,IFI009,80,Monroe city,98
G53046725,Monroe North CDP,IFI009,19,Monroe North CDP,5
G53046895,Montesano city,IFI009,27,Montesano city,29
G53047175,Morton city,IFI009,0,Morton city,6
G53047245,Moses Lake city,IFI009,98,Moses Lake city,112
G53047280,Moses Lake North CDP,IFI009,25,Moses Lake North CDP,24
G53047315,Mossyrock city,IFI009,4,Mossyrock city,5
G53047490,Mountlake Terrace city,IFI009,257,Mountlake Terrace city,243
G53047560,Mount Vernon city,IFI009,131,Mount Vernon city,157
G53047630,Mount Vista CDP,IFI009,22,Mount Vista CDP,55
G53047665,Moxee city,IFI009,4,Moxee city,18
G53047735,Mukilteo city,IFI009,103,Mukilteo city,165
G53047805,Naches town,IFI009,8,Naches town,3
G53047980,Napavine city,IFI009,44,Napavine city,15
G53048015,Naselle CDP,IFI009,6,Naselle CDP,4
G53048225,Navy Yard City CDP,IFI009,39,Navy Yard City CDP,38
G53048295,Neah Bay CDP,IFI009,0,Neah Bay CDP,28
G53048330,Neilton CDP,IFI009,16,Neilton CDP,1
G53048540,Nespelem town,IFI009,9,Nespelem town,3
G53048550,Nespelem Community CDP,IFI009,1,Nespelem Community CDP,1
G53048645,Newcastle city,IFI009,46,Newcastle city,95
G53048820,Newport city,IFI009,11,Newport city,16
G53049030,Nile CDP,IFI009,5,Nile CDP,0
G53049193,Nisqually Indian Community CDP,IFI009,15,Nisqually Indian Community CDP,8
G53049275,Nooksack city,IFI009,4,Nooksack city,6
G53049415,Normandy Park city,IFI009,146,Normandy Park city,46
G53049485,North Bend city,IFI009,31,North Bend city,39
G53049555,North Bonneville city,IFI009,0,North Bonneville city,4
G53049765,North Fort Lewis CDP,IFI009,12,North Fort Lewis CDP,21
G53049940,North Lynnwood CDP,IFI009,190,North Lynnwood CDP,204
G53049992,North Marysville CDP,IFI009,0,North Marysville CDP,0
G53050007,North Omak CDP,IFI009,0,North Omak CDP,2
G53050045,Northport town,IFI009,8,Northport town,2
G53050115,North Puyallup CDP,IFI009,21,North Puyallup CDP,17
G53050183,North Sultan CDP,IFI009,0,North Sultan CDP,1
G53050195,Northwest Stanwood CDP,IFI009,9,Northwest Stanwood CDP,1
G53050210,North Yelm CDP,IFI009,29,North Yelm CDP,32
G53050325,Oakesdale town,IFI009,1,Oakesdale town,1
G53050360,Oak Harbor city,IFI009,256,Oak Harbor city,303
G53050430,Oakville city,IFI009,14,Oakville city,7
G53050500,Ocean City CDP,IFI009,4,Ocean City CDP,4
G53050535,Ocean Park CDP,IFI009,53,Ocean Park CDP,12
G53050570,Ocean Shores city,IFI009,28,Ocean Shores city,74
G53050745,Odessa town,IFI009,15,Odessa town,7
G53050920,Okanogan city,IFI009,3,Okanogan city,20
G53051300,Olympia city,IFI009,613,Olympia city,565
G53051340,Omak city,IFI009,55,Omak city,50
G53051410,Onalaska CDP,IFI009,10,Onalaska CDP,3
G53051795,Orchards CDP,IFI009,109,Orchards CDP,151
G53051830,Orient CDP,IFI009,0,Orient CDP,1
G53051970,Oroville city,IFI009,9,Oroville city,13
G53052005,Orting city,IFI009,88,Orting city,39
G53052110,Oso CDP,IFI009,0,Oso CDP,1
G53052215,Othello city,IFI009,21,Othello city,4
G53052267,Otis Orchards-East Farms CDP,IFI009,32,Otis Orchards-East Farms CDP,28
G53052285,Outlook CDP,IFI009,5,Outlook CDP,1
G53052378,Oyehut CDP,IFI009,0,Oyehut CDP,1
G53052495,Pacific city,IFI009,76,Pacific city,65
G53052530,Pacific Beach CDP,IFI009,0,Pacific Beach CDP,11
G53052600,Packwood CDP,IFI009,1,Packwood CDP,3
G53052950,Palouse city,IFI009,6,Palouse city,9
G53053265,Parker CDP,IFI009,0,Parker CDP,0
G53053335,Parkland CDP,IFI009,500,Parkland CDP,577
G53053440,Parkwood CDP,IFI009,61,Parkwood CDP,88
G53053545,Pasco city,IFI009,265,Pasco city,195
G53053720,Pateros city,IFI009,18,Pateros city,1
G53053800,Peaceful Valley CDP,IFI009,5,Peaceful Valley CDP,35
G53053930,Pe Ell town,IFI009,0,Pe Ell town,6
G53054213,Picnic Point CDP,IFI009,64,Picnic Point CDP,76
G53054405,Pine Grove CDP,IFI009,0,Pine Grove CDP,1
G53055015,Point Roberts CDP,IFI009,28,Point Roberts CDP,5
G53055120,Pomeroy city,IFI009,4,Pomeroy city,3
G53055365,Port Angeles city,IFI009,132,Port Angeles city,202
G53055400,Port Angeles East CDP,IFI009,7,Port Angeles East CDP,24
G53055540,Porter CDP,IFI009,0,Porter CDP,0
G53055612,Port Gamble Tribal Comunity CDP,IFI009,12,Port Gamble Tribal Comunity CDP,11
G53055620,Port Hadlock-Irondale CDP,IFI009,36,Port Hadlock-Irondale CDP,63
G53055645,Port Ludlow CDP,IFI009,3,Port Ludlow CDP,12
G53055785,Port Orchard city,IFI009,145,Port Orchard city,141
G53055855,Port Townsend city,IFI009,96,Port Townsend city,83
G53055995,Poulsbo city,IFI009,113,Poulsbo city,97
G53056150,Prairie Heights CDP,IFI009,34,Prairie Heights CDP,26
G53056170,Prairie Ridge CDP,IFI009,101,Prairie Ridge CDP,75
G53056240,Prescott city,IFI009,1,Prescott city,1
G53056450,Prosser city,IFI009,61,Prosser city,18
G53056555,Puget Island CDP,IFI009,0,Puget Island CDP,8
G53056625,Pullman city,IFI009,356,Pullman city,363
G53056660,Purdy CDP,IFI009,5,Purdy CDP,12
G53056695,Puyallup city,IFI009,177,Puyallup city,375
G53056905,Queets CDP,IFI009,10,Queets CDP,4
G53056975,Quilcene CDP,IFI009,12,Quilcene CDP,10
G53057030,Qui-nai-elt Village CDP,IFI009,0,Qui-nai-elt Village CDP,2
G53057115,Quincy city,IFI009,28,Quincy city,16
G53057140,Raft Island CDP,IFI009,7,Raft Island CDP,3
G53057220,Rainier city,IFI009,22,Rainier city,23
G53057395,Ravensdale CDP,IFI009,22,Ravensdale CDP,8
G53057430,Raymond city,IFI009,27,Raymond city,25
G53057465,Reardan town,IFI009,9,Reardan town,0
G53057535,Redmond city,IFI009,348,Redmond city,456
G53057745,Renton city,IFI009,1052,Renton city,1063
G53057850,Republic city,IFI009,22,Republic city,18
G53058235,Richland city,IFI009,181,Richland city,283
G53058410,Ridgefield city,IFI009,31,Ridgefield city,20
G53058725,Ritzville city,IFI009,7,Ritzville city,6
G53058742,Riverbend CDP,IFI009,4,Riverbend CDP,11
G53058777,River Road CDP,IFI009,1,River Road CDP,3
G53058795,Riverside town,IFI009,13,Riverside town,1
G53058865,Riverton CDP,IFI009,103,Riverton CDP,77
G53059110,Rochester CDP,IFI009,18,Rochester CDP,16
G53059145,Rockford town,IFI009,1,Rockford town,0
G53059180,Rock Island city,IFI009,11,Rock Island city,2
G53059250,Rockport CDP,IFI009,0,Rockport CDP,0
G53059390,Rocky Point CDP,IFI009,0,Rocky Point CDP,23
G53059635,Ronald CDP,IFI009,1,Ronald CDP,2
G53059705,Roosevelt CDP,IFI009,0,Roosevelt CDP,1
G53059775,Rosalia town,IFI009,17,Rosalia town,2
G53059845,Rosburg CDP,IFI009,7,Rosburg CDP,1
G53059880,Rosedale CDP,IFI009,33,Rosedale CDP,15
G53060055,Roslyn city,IFI009,5,Roslyn city,8
G53060160,Roy city,IFI009,8,Roy city,17
G53060230,Royal City city,IFI009,0,Royal City city,1
G53060510,Ruston town,IFI009,0,Ruston town,3
G53060580,Ryderwood CDP,IFI009,16,Ryderwood CDP,2
G53060860,St. John town,IFI009,24,St. John town,4
G53061000,Salmon Creek CDP,IFI009,134,Salmon Creek CDP,123
G53061115,Sammamish city,IFI009,225,Sammamish city,240
G53061235,Santiago CDP,IFI009,0,Santiago CDP,1
G53061350,Satsop CDP,IFI009,1,Satsop CDP,4
G53062120,Seabeck CDP,IFI009,22,Seabeck CDP,9
G53062288,SeaTac city,IFI009,442,SeaTac city,296
G53063000,Seattle city,IFI009,8849,Seattle city,8682
G53063210,Sedro-Woolley city,IFI009,55,Sedro-Woolley city,58
G53063245,Sekiu CDP,IFI009,0,Sekiu CDP,0
G53063280,Selah city,IFI009,34,Selah city,33
G53063385,Sequim city,IFI009,50,Sequim city,61
G53063545,Shadow Lake CDP,IFI009,9,Shadow Lake CDP,19
G53063735,Shelton city,IFI009,130,Shelton city,91
G53063960,Shoreline city,IFI009,581,Shoreline city,560
G53064190,Silvana CDP,IFI009,0,Silvana CDP,1
G53064365,Silverdale CDP,IFI009,99,Silverdale CDP,237
G53064380,Silver Firs CDP,IFI009,49,Silver Firs CDP,153
G53064610,Sisco Heights CDP,IFI009,43,Sisco Heights CDP,9
G53064755,Skamokawa Valley CDP,IFI009,10,Skamokawa Valley CDP,2
G53064775,Skokomish CDP,IFI009,14,Skokomish CDP,5
G53064855,Skykomish town,IFI009,26,Skykomish town,1
G53065170,Snohomish city,IFI009,111,Snohomish city,62
G53065205,Snoqualmie city,IFI009,74,Snoqualmie city,67
G53065275,Snoqualmie Pass CDP,IFI009,3,Snoqualmie Pass CDP,4
G53065345,Soap Lake city,IFI009,4,Soap Lake city,12
G53065625,South Bend city,IFI009,16,South Bend city,25
G53065765,South Cle Elum town,IFI009,13,South Cle Elum town,7
G53065810,South Creek CDP,IFI009,21,South Creek CDP,18
G53065922,South Hill CDP,IFI009,397,South Hill CDP,546
G53066045,South Prairie town,IFI009,8,South Prairie town,2
G53066185,South Wenatchee CDP,IFI009,16,South Wenatchee CDP,6
G53066220,Southworth CDP,IFI009,24,Southworth CDP,20
G53066255,Spanaway CDP,IFI009,369,Spanaway CDP,393
G53066290,Spangle city,IFI009,0,Spangle city,0
G53067000,Spokane city,IFI009,1958,Spokane city,1948
G53067167,Spokane Valley city,IFI009,496,Spokane Valley city,566
G53067175,Sprague city,IFI009,2,Sprague city,4
G53067210,Springdale town,IFI009,9,Springdale town,3
G53067435,Stansberry Lake CDP,IFI009,8,Stansberry Lake CDP,19
G53067455,Stanwood city,IFI009,77,Stanwood city,46
G53067490,Starbuck town,IFI009,0,Starbuck town,1
G53067595,Startup CDP,IFI009,0,Startup CDP,4
G53067770,Steilacoom town,IFI009,77,Steilacoom town,88
G53067805,Steptoe CDP,IFI009,0,Steptoe CDP,1
G53067875,Stevenson city,IFI009,3,Stevenson city,12
G53068200,Sudden Valley CDP,IFI009,48,Sudden Valley CDP,48
G53068260,Sultan city,IFI009,20,Sultan city,22
G53068330,Sumas city,IFI009,0,Sumas city,14
G53068365,Summit CDP,IFI009,58,Summit CDP,72
G53068410,Summit View CDP,IFI009,30,Summit View CDP,98
G53068417,Summitview CDP,IFI009,1,Summitview CDP,3
G53068435,Sumner city,IFI009,127,Sumner city,75
G53068480,Sunday Lake CDP,IFI009,0,Sunday Lake CDP,3
G53068750,Sunnyside city,IFI009,13,Sunnyside city,23
G53068785,Sunnyslope CDP,IFI009,2,Sunnyslope CDP,13
G53069170,Suquamish CDP,IFI009,67,Suquamish CDP,74
G53069280,Swede Heaven CDP,IFI009,1,Swede Heaven CDP,7
G53070000,Tacoma city,IFI009,3515,Tacoma city,3140
G53070175,Taholah CDP,IFI009,7,Taholah CDP,3
G53070245,Tampico CDP,IFI009,9,Tampico CDP,3
G53070280,Tanglewilde CDP,IFI009,177,Tanglewilde CDP,77
G53070315,Tanner CDP,IFI009,1,Tanner CDP,2
G53070560,Tekoa city,IFI009,17,Tekoa city,2
G53070630,Tenino city,IFI009,0,Tenino city,14
G53070805,Terrace Heights CDP,IFI009,6,Terrace Heights CDP,40
G53071225,Thorp CDP,IFI009,1,Thorp CDP,1
G53071330,Three Lakes CDP,IFI009,10,Three Lakes CDP,18
G53071400,Tieton town,IFI009,3,Tieton town,2
G53071680,Tokeland CDP,IFI009,16,Tokeland CDP,0
G53071785,Toledo city,IFI009,4,Toledo city,4
G53071890,Tonasket city,IFI009,2,Tonasket city,16
G53071960,Toppenish city,IFI009,16,Toppenish city,27
G53071995,Torboy CDP,IFI009,3,Torboy CDP,1
G53072030,Touchet CDP,IFI009,5,Touchet CDP,4
G53072170,Town and Country CDP,IFI009,5,Town and Country CDP,36
G53072205,Tracyton CDP,IFI009,35,Tracyton CDP,58
G53072450,Trout Lake CDP,IFI009,6,Trout Lake CDP,2
G53072625,Tukwila city,IFI009,296,Tukwila city,234
G53072905,Tumwater city,IFI009,155,Tumwater city,191
G53073065,Twin Lakes CDP,IFI009,14,Twin Lakes CDP,0
G53073080,Twisp town,IFI009,5,Twisp town,4
G53073255,Union CDP,IFI009,10,Union CDP,6
G53073290,Union Gap city,IFI009,13,Union Gap city,26
G53073307,Union Hill-Novelty Hill CDP,IFI009,34,Union Hill-Novelty Hill CDP,116
G53073360,Uniontown town,IFI009,0,Uniontown town,1
G53073465,University Place city,IFI009,354,University Place city,492
G53073580,Upper Elochoman CDP,IFI009,2,Upper Elochoman CDP,0
G53073780,Vader city,IFI009,1,Vader city,7
G53073885,Valley CDP,IFI009,4,Valley CDP,2
G53074060,Vancouver city,IFI009,1382,Vancouver city,1538
G53074200,Vantage CDP,IFI009,0,Vantage CDP,1
G53074305,Vashon CDP,IFI009,56,Vashon CDP,91
G53074445,Vaughn CDP,IFI009,1,Vaughn CDP,4
G53074585,Venersborg CDP,IFI009,25,Venersborg CDP,16
G53074760,Verlot CDP,IFI009,18,Verlot CDP,5
G53075565,Waitsburg city,IFI009,0,Waitsburg city,7
G53075775,Walla Walla city,IFI009,222,Walla Walla city,190
G53075810,Walla Walla East CDP,IFI009,11,Walla Walla East CDP,4
G53075905,Waller CDP,IFI009,94,Waller CDP,62
G53075985,Wallula CDP,IFI009,4,Wallula CDP,0
G53076055,Walnut Grove CDP,IFI009,117,Walnut Grove CDP,79
G53076125,Wapato city,IFI009,14,Wapato city,14
G53076160,Warden city,IFI009,32,Warden city,4
G53076195,Warm Beach CDP,IFI009,36,Warm Beach CDP,27
G53076405,Washougal city,IFI009,60,Washougal city,93
G53076440,Washtucna town,IFI009,0,Washtucna town,1
G53076510,Waterville town,IFI009,14,Waterville town,3
G53076615,Wauna CDP,IFI009,32,Wauna CDP,36
G53076720,Waverly town,IFI009,0,Waverly town,1
G53077105,Wenatchee city,IFI009,101,Wenatchee city,160
G53077297,West Clarkston-Highland CDP,IFI009,26,West Clarkston-Highland CDP,27
G53077612,West Pasco CDP,IFI009,17,West Pasco CDP,9
G53077630,Westport city,IFI009,11,Westport city,19
G53077665,West Richland city,IFI009,33,West Richland city,62
G53077745,West Side Highway CDP,IFI009,98,West Side Highway CDP,40
G53078155,Whidbey Island Station CDP,IFI009,0,Whidbey Island Station CDP,13
G53078225,White Center CDP,IFI009,227,White Center CDP,158
G53078330,White Salmon city,IFI009,31,White Salmon city,14
G53078365,White Swan CDP,IFI009,7,White Swan CDP,5
G53078680,Wilbur town,IFI009,47,Wilbur town,8
G53078780,Wilderness Rim CDP,IFI009,0,Wilderness Rim CDP,7
G53078925,Wilkeson town,IFI009,3,Wilkeson town,0
G53078995,Willapa CDP,IFI009,2,Willapa CDP,0
G53079135,Wilson Creek town,IFI009,0,Wilson Creek town,0
G53079275,Winlock city,IFI009,0,Winlock city,7
G53079380,Winthrop town,IFI009,6,Winthrop town,3
G53079485,Wishram CDP,IFI009,0,Wishram CDP,2
G53079555,Wollochet CDP,IFI009,39,Wollochet CDP,54
G53079590,Woodinville city,IFI009,108,Woodinville city,87
G53079625,Woodland city,IFI009,43,Woodland city,19
G53079825,Woods Creek CDP,IFI009,18,Woods Creek CDP,27
G53079835,Woodway city,IFI009,0,Woodway city,6
G53079975,Yacolt town,IFI009,8,Yacolt town,5
G53080010,Yakima city,IFI009,579,Yakima city,527
G53080150,Yarrow Point town,IFI009,3,Yarrow Point town,3
G53080220,Yelm city,IFI009,4,Yelm city,80
G53080500,Zillah city,IFI009,0,Zillah city,14
G53000100,Aberdeen city,IFI010,360,Aberdeen city,602
G53000135,Aberdeen Gardens CDP,IFI010,27,Aberdeen Gardens CDP,1
G53000275,Acme CDP,IFI010,0,Acme CDP,1
G53000380,Addy CDP,IFI010,5,Addy CDP,3
G53000800,Ahtanum CDP,IFI010,207,Ahtanum CDP,108
G53000905,Airway Heights city,IFI010,45,Airway Heights city,78
G53001010,Albion town,IFI010,9,Albion town,5
G53001045,Alder CDP,IFI010,0,Alder CDP,3
G53001150,Alderton CDP,IFI010,73,Alderton CDP,43
G53001185,Alderwood Manor CDP,IFI010,52,Alderwood Manor CDP,156
G53001255,Alger CDP,IFI010,20,Alger CDP,12
G53001290,Algona city,IFI010,103,Algona city,102
G53001430,Allyn CDP,IFI010,24,Allyn CDP,11
G53001500,Almira town,IFI010,54,Almira town,0
G53001745,Altoona CDP,IFI010,12,Altoona CDP,2
G53001780,Amanda Park CDP,IFI010,23,Amanda Park CDP,26
G53001850,Amboy CDP,IFI010,39,Amboy CDP,9
G53001920,Ames Lake CDP,IFI010,2,Ames Lake CDP,11
G53001990,Anacortes city,IFI010,555,Anacortes city,213
G53002060,Anderson Island CDP,IFI010,0,Anderson Island CDP,10
G53002585,Arlington city,IFI010,237,Arlington city,382
G53002620,Arlington Heights CDP,IFI010,33,Arlington Heights CDP,11
G53002910,Artondale CDP,IFI010,153,Artondale CDP,125
G53003005,Ashford CDP,IFI010,39,Ashford CDP,1
G53003075,Asotin city,IFI010,49,Asotin city,6
G53003180,Auburn city,IFI010,1921,Auburn city,2151
G53003736,Bainbridge Island city,IFI010,350,Bainbridge Island city,228
G53004100,Bangor Base CDP,IFI010,96,Bangor Base CDP,125
G53004125,Banks Lake South CDP,IFI010,11,Banks Lake South CDP,0
G53004195,Barberton CDP,IFI010,47,Barberton CDP,72
G53004300,Baring CDP,IFI010,2,Baring CDP,3
G53004347,Barney's Junction CDP,IFI010,3,Barney's Junction CDP,0
G53004370,Barstow CDP,IFI010,8,Barstow CDP,0
G53004405,Basin City CDP,IFI010,105,Basin City CDP,174
G53004475,Battle Ground city,IFI010,119,Battle Ground city,248
G53004615,Bay Center CDP,IFI010,7,Bay Center CDP,4
G53004790,Bay View CDP,IFI010,27,Bay View CDP,4
G53004895,Beaux Arts Village town,IFI010,5,Beaux Arts Village town,2
G53005140,Belfair CDP,IFI010,101,Belfair CDP,81
G53005210,Bellevue city,IFI010,2546,Bellevue city,2426
G53005245,Bell Hill CDP,IFI010,27,Bell Hill CDP,11
G53005280,Bellingham city,IFI010,1647,Bellingham city,1700
G53005560,Benton City city,IFI010,148,Benton City city,200
G53005735,Bethel CDP,IFI010,6,Bethel CDP,46
G53005980,Bickleton CDP,IFI010,13,Bickleton CDP,1
G53006050,Big Lake CDP,IFI010,33,Big Lake CDP,29
G53006085,Bingen city,IFI010,56,Bingen city,58
G53006190,Birch Bay CDP,IFI010,123,Birch Bay CDP,142
G53006330,Black Diamond city,IFI010,37,Black Diamond city,54
G53006505,Blaine city,IFI010,62,Blaine city,67
G53006855,Blyn CDP,IFI010,0,Blyn CDP,1
G53007170,Bonney Lake city,IFI010,202,Bonney Lake city,248
G53007380,Bothell city,IFI010,329,Bothell city,745
G53007390,Bothell East CDP,IFI010,62,Bothell East CDP,121
G53007395,Bothell West CDP,IFI010,211,Bothell West CDP,280
G53007397,Boulevard Park CDP,IFI010,107,Boulevard Park CDP,363
G53007485,Boyds CDP,IFI010,0,Boyds CDP,2
G53007590,Brady CDP,IFI010,3,Brady CDP,7
G53007695,Bremerton city,IFI010,846,Bremerton city,894
G53007835,Brewster city,IFI010,72,Brewster city,427
G53007870,Bridgeport city,IFI010,253,Bridgeport city,418
G53007940,Brier city,IFI010,26,Brier city,71
G53008080,Brinnon CDP,IFI010,79,Brinnon CDP,6
G53008335,Browns Point CDP,IFI010,14,Browns Point CDP,14
G53008465,Brush Prairie CDP,IFI010,52,Brush Prairie CDP,21
G53008500,Bryant CDP,IFI010,28,Bryant CDP,13
G53008552,Bryn Mawr-Skyway CDP,IFI010,270,Bryn Mawr-Skyway CDP,315
G53008570,Buckley city,IFI010,55,Buckley city,27
G53008605,Bucoda town,IFI010,33,Bucoda town,7
G53008640,Buena CDP,IFI010,103,Buena CDP,168
G53008770,Bunk Foss CDP,IFI010,74,Bunk Foss CDP,28
G53008780,Burbank CDP,IFI010,106,Burbank CDP,101
G53008850,Burien city,IFI010,1398,Burien city,1764
G53008885,Burley CDP,IFI010,13,Burley CDP,18
G53008920,Burlington city,IFI010,428,Burlington city,639
G53009480,Camas city,IFI010,365,Camas city,180
G53009810,Canterwood CDP,IFI010,40,Canterwood CDP,34
G53009820,Canyon Creek CDP,IFI010,24,Canyon Creek CDP,32
G53009970,Carbonado town,IFI010,1,Carbonado town,5
G53010075,Carlsborg CDP,IFI010,8,Carlsborg CDP,5
G53010215,Carnation city,IFI010,75,Carnation city,53
G53010320,Carson CDP,IFI010,116,Carson CDP,38
G53010455,Cascade Valley CDP,IFI010,61,Cascade Valley CDP,130
G53010495,Cashmere city,IFI010,146,Cashmere city,206
G53010565,Castle Rock city,IFI010,52,Castle Rock city,20
G53010600,Cathcart CDP,IFI010,4,Cathcart CDP,31
G53010635,Cathlamet town,IFI010,75,Cathlamet town,4
G53010645,Cavalero CDP,IFI010,72,Cavalero CDP,56
G53011090,Centerville CDP,IFI010,4,Centerville CDP,2
G53011160,Centralia city,IFI010,484,Centralia city,627
G53011195,Central Park CDP,IFI010,74,Central Park CDP,33
G53011325,Chain Lake CDP,IFI010,124,Chain Lake CDP,31
G53011475,Chehalis city,IFI010,272,Chehalis city,183
G53011615,Chelan city,IFI010,229,Chelan city,246
G53011685,Chelan Falls CDP,IFI010,7,Chelan Falls CDP,38
G53011825,Cheney city,IFI010,144,Cheney city,311
G53012015,Cherry Grove CDP,IFI010,1,Cherry Grove CDP,5
G53012140,Chewelah city,IFI010,102,Chewelah city,14
G53012175,Chico CDP,IFI010,37,Chico CDP,28
G53012315,Chinook CDP,IFI010,0,Chinook CDP,6
G53012525,Clallam Bay CDP,IFI010,21,Clallam Bay CDP,15
G53012630,Clarkston city,IFI010,222,Clarkston city,84
G53012680,Clarkston Heights-Vineland CDP,IFI010,85,Clarkston Heights-Vineland CDP,31
G53012735,Clayton CDP,IFI010,0,Clayton CDP,4
G53012820,Clear Lake CDP,IFI010,23,Clear Lake CDP,8
G53012840,Clear Lake CDP,IFI010,9,Clear Lake CDP,16
G53012875,Clearview CDP,IFI010,23,Clearview CDP,44
G53012945,Cle Elum city,IFI010,68,Cle Elum city,30
G53013015,Cliffdell CDP,IFI010,10,Cliffdell CDP,0
G53013155,Clinton CDP,IFI010,7,Clinton CDP,10
G53013215,Clover Creek CDP,IFI010,132,Clover Creek CDP,128
G53013365,Clyde Hill city,IFI010,51,Clyde Hill city,11
G53013595,Cohassett Beach CDP,IFI010,18,Cohassett Beach CDP,14
G53013785,Colfax city,IFI010,68,Colfax city,19
G53013855,College Place city,IFI010,407,College Place city,429
G53013890,Colton town,IFI010,8,Colton town,2
G53014170,Colville city,IFI010,103,Colville city,52
G53014310,Conconully town,IFI010,31,Conconully town,2
G53014380,Concrete town,IFI010,18,Concrete town,8
G53014485,Connell city,IFI010,379,Connell city,366
G53014520,Conway CDP,IFI010,1,Conway CDP,2
G53014660,Copalis Beach CDP,IFI010,1,Copalis Beach CDP,1
G53014870,Cosmopolis city,IFI010,38,Cosmopolis city,19
G53014940,Cottage Lake CDP,IFI010,121,Cottage Lake CDP,194
G53015080,Coulee City town,IFI010,61,Coulee City town,5
G53015115,Coulee Dam town,IFI010,44,Coulee Dam town,17
G53015150,Country Homes CDP,IFI010,51,Country Homes CDP,59
G53015185,Coupeville town,IFI010,45,Coupeville town,39
G53015290,Covington city,IFI010,204,Covington city,373
G53015325,Cowiche CDP,IFI010,10,Cowiche CDP,59
G53015710,Creston town,IFI010,14,Creston town,0
G53015780,Crocker CDP,IFI010,17,Crocker CDP,14
G53016165,Curlew CDP,IFI010,16,Curlew CDP,2
G53016170,Curlew Lake CDP,IFI010,98,Curlew Lake CDP,6
G53016340,Cusick town,IFI010,30,Cusick town,4
G53016375,Custer CDP,IFI010,12,Custer CDP,6
G53016550,Dallesport CDP,IFI010,52,Dallesport CDP,19
G53016585,Danville CDP,IFI010,4,Danville CDP,0
G53016690,Darrington town,IFI010,20,Darrington town,9
G53016760,Dash Point CDP,IFI010,14,Dash Point CDP,9
G53016795,Davenport city,IFI010,23,Davenport city,12
G53016970,Dayton city,IFI010,178,Dayton city,45
G53017215,Deep River CDP,IFI010,17,Deep River CDP,1
G53017320,Deer Park city,IFI010,33,Deer Park city,29
G53017495,Deming CDP,IFI010,20,Deming CDP,5
G53017617,Desert Aire CDP,IFI010,99,Desert Aire CDP,169
G53017635,Des Moines city,IFI010,587,Des Moines city,1104
G53017880,Disautel CDP,IFI010,2,Disautel CDP,0
G53018055,Dixie CDP,IFI010,17,Dixie CDP,2
G53018195,Dollars Corner CDP,IFI010,7,Dollars Corner CDP,17
G53018265,Donald CDP,IFI010,6,Donald CDP,9
G53018775,Duluth CDP,IFI010,40,Duluth CDP,24
G53018965,DuPont city,IFI010,330,DuPont city,211
G53019035,Duvall city,IFI010,130,Duvall city,131
G53019290,East Cathlamet CDP,IFI010,27,East Cathlamet CDP,0
G53019420,Eastgate CDP,IFI010,116,Eastgate CDP,63
G53019515,East Hill-Meridian CDP,IFI010,522,East Hill-Meridian CDP,582
G53019630,Eastmont CDP,IFI010,174,Eastmont CDP,264
G53019700,Easton CDP,IFI010,26,Easton CDP,19
G53019770,East Port Orchard CDP,IFI010,57,East Port Orchard CDP,117
G53019857,East Renton Highlands CDP,IFI010,235,East Renton Highlands CDP,156
G53020155,East Wenatchee city,IFI010,701,East Wenatchee city,754
G53020260,Eatonville town,IFI010,77,Eatonville town,31
G53020645,Edgewood city,IFI010,80,Edgewood city,104
G53020680,Edison CDP,IFI010,3,Edison CDP,0
G53020750,Edmonds city,IFI010,903,Edmonds city,614
G53020890,Elbe CDP,IFI010,3,Elbe CDP,0
G53021030,Electric City city,IFI010,65,Electric City city,12
G53021205,Elk Plain CDP,IFI010,73,Elk Plain CDP,235
G53021240,Ellensburg city,IFI010,523,Ellensburg city,508
